L4_SRC_PORT,L4_DST_PORT,PROTOCOL,L7_PROTO,IN_BYTES,IN_PKTS,OUT_BYTES,OUT_PKTS,TCP_FLAGS,CLIENT_TCP_FLAGS,SERVER_TCP_FLAGS,FLOW_DURATION_MILLISECONDS,DURATION_IN,DURATION_OUT,MIN_TTL,MAX_TTL,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MAX_IP_PKT_LEN,RETRANSMITTED_IN_BYTES,RETRANSMITTED_IN_PKTS,RETRANSMITTED_OUT_BYTES,RETRANSMITTED_OUT_PKTS,SRC_TO_DST_AVG_THROUGHPUT,DST_TO_SRC_AVG_THROUGHPUT,NUM_PKTS_UP_TO_128_BYTES,NUM_PKTS_128_TO_256_BYTES,NUM_PKTS_256_TO_512_BYTES,NUM_PKTS_512_TO_1024_BYTES,NUM_PKTS_1024_TO_1514_BYTES,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,SRC_TO_DST_IAT_MIN,SRC_TO_DST_IAT_MAX,SRC_TO_DST_IAT_AVG,SRC_TO_DST_IAT_STDDEV,DST_TO_SRC_IAT_MIN,DST_TO_SRC_IAT_MAX,DST_TO_SRC_IAT_AVG,DST_TO_SRC_IAT_STDDEV
53596,30951,6,36.0,4342,74,66846,74,27,27,27,48,47,47,31,32,1378,52,1378,611,7,33003,29,708897,10913632,100,0,0,0,48,47784,14480,25344,99,0,0,0,0,3,0,0,0,2,0,0
40398,520,17,0.0,1064,2,0,0,0,0,0,0,0,0,254,254,532,532,532,0,0,0,0,8512000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12431,10425,6,36.0,4862,84,78752,86,27,27,27,84,83,84,31,32,1352,52,1352,611,7,38956,35,457600,7411952,110,0,0,6,54,56472,14480,25344,99,0,0,0,0,6,0,1,0,5,0,1
35355,1878,6,36.0,2974,48,30516,50,27,27,27,17,17,17,31,32,1352,52,1352,603,7,14838,17,1321777,13562666,74,0,4,0,20,30408,14480,23296,91,0,0,0,0,3,0,0,0,2,0,0
263,29337,6,0.0,320,8,240,6,19,19,19,6258,4872,5370,254,255,40,40,40,40,1,0,0,409,306,14,0,0,0,0,16383,16383,10240,40,0,0,0,0,2672,695,985,0,2873,1074,1320
49344,8089,6,0.0,160,4,80,2,18,18,18,141,141,0,254,255,40,40,40,40,1,0,0,9014,4507,6,0,0,0,0,30150,46452,10240,40,0,0,0,0,141,47,66,0,0,0,0
36425,34031,17,11.0,528,4,304,4,0,0,0,1,1,0,31,32,148,52,148,0,0,0,0,2112000,1216000,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19703,1478,17,0.0,170,2,0,0,0,0,0,0,0,0,254,254,85,85,85,0,0,0,0,1360000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64243,21,6,37.0,261,5,469,7,24,24,24,78,67,77,31,32,89,52,89,74,1,89,1,26430,47493,23,0,0,0,0,8688,8688,18944,74,0,0,230,0,44,9,14,0,45,11,14
61193,23828,6,36.0,2334,36,17466,38,27,27,27,12,11,11,31,32,1352,52,1352,595,7,8313,11,1436307,10748307,62,0,0,0,12,21720,14480,21248,83,0,0,0,0,1,0,0,0,2,0,0
30340,25,6,3.0,37262,52,3380,42,27,27,27,43,43,43,31,32,1500,52,1500,18215,18,958,7,6774909,614545,66,2,2,0,24,15928,30408,9984,39,0,0,0,0,11,0,1,0,12,0,2
51560,21743,6,36.0,2126,32,12340,34,27,27,27,8,8,8,31,32,1352,52,1352,595,7,5750,9,1889777,10968888,58,0,0,0,8,18824,14480,21248,83,0,0,0,0,1,0,0,0,2,0,0
59573,179,6,13.0,135622,112,816,20,19,19,19,1626,1606,1534,254,255,1500,40,1500,67683,53,0,0,666856,4012,36,0,8,0,88,16383,16383,25345,99,0,0,0,0,218,14,45,0,362,80,99
7203,53,17,5.0,130,2,162,2,0,0,0,0,0,0,31,31,81,65,81,0,0,0,0,1040000,1296000,4,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0
34332,80,6,7.0,17746,332,1087890,746,27,27,27,1572,1572,1572,31,32,1500,52,1500,345,2,543733,369,90253,5532816,338,0,20,0,720,65160,7240,22784,89,0,0,0,0,26,4,6,0,22,1,4
62803,520,17,0.0,64,2,0,0,0,0,0,0,0,0,254,254,32,32,32,0,0,0,0,512000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52516,30101,6,0.0,264,6,0,0,2,2,0,13010,13010,0,254,255,44,44,44,0,0,0,0,162,0,6,0,0,0,0,26852,0,0,0,0,0,0,0,11835,2602,4638,0,0,0,0
62814,860,6,0.0,966,6,80,2,18,18,18,181,181,0,62,63,403,40,403,443,2,0,0,42461,3516,6,0,2,0,0,61744,24113,47872,187,0,0,0,0,160,36,62,0,0,0,0
57380,21,6,37.0,481,9,750,11,24,24,24,3,2,2,31,32,94,52,94,132,2,172,2,962000,1500000,31,0,0,0,0,10136,10136,33792,132,0,0,229,0,1,0,0,0,1,0,0
10435,22,6,92.0,3728,32,5474,24,27,27,27,152,152,152,31,32,900,52,900,1396,7,2421,6,194928,286222,42,4,4,6,0,14480,14480,29696,116,0,0,0,0,57,4,11,0,57,6,13
1567,25,6,3.0,37242,52,3380,42,27,27,27,245,244,244,31,32,1500,52,1500,18205,18,958,7,1211121,109918,66,2,2,0,24,15928,30408,7424,29,0,0,0,0,73,4,16,0,73,5,18
19741,25,6,3.0,19800,34,1904,22,19,19,19,858,858,852,254,255,1500,40,1500,9772,14,784,7,184400,17732,38,4,2,0,12,16383,16383,11264,44,0,0,0,0,136,25,42,0,117,40,44
61033,445,6,10.16,982,12,722,8,19,19,19,734,715,668,254,255,233,40,233,363,3,233,1,10688,7858,14,6,0,0,0,16383,16383,27392,107,0,0,0,0,216,64,84,0,366,95,133
61673,19150,17,11.0,544,4,304,4,0,0,0,2,1,1,31,32,156,52,156,0,0,0,0,1450666,810666,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
5104,80,6,7.0,776,10,1258,8,27,27,19,224,223,203,62,63,501,40,501,260,2,501,1,27591,44728,14,2,2,0,0,16383,16383,1024,4,0,0,0,0,70,24,28,0,113,28,40
12187,21,6,37.0,2487,45,3496,50,25,25,25,3048,3048,3047,31,32,106,52,106,563,9,1124,13,6525,9172,106,0,0,0,0,26064,20272,13056,51,0,0,0,0,572,60,119,0,655,57,124
47501,80,6,7.0,878,10,1208,8,19,19,19,861,861,800,254,255,476,40,476,311,2,476,1,8148,11211,14,0,4,0,0,16383,16383,14080,55,0,0,0,0,376,95,135,0,579,114,197
53774,8089,6,0.0,160,4,80,2,18,18,18,363,363,0,254,255,40,40,40,40,1,0,0,3516,1758,6,0,0,0,0,39920,44709,10240,40,0,0,0,0,363,121,171,0,0,0,0
42720,445,6,10.16,1104,12,676,8,19,19,19,465,389,414,254,255,210,40,210,424,3,210,1,18952,11605,14,6,0,0,0,16383,16383,43008,168,0,0,0,0,156,35,49,0,166,59,69
51816,80,6,7.0,994,16,58718,50,27,27,19,388,388,379,62,63,1500,40,1500,249,2,29231,22,20442,1207568,22,2,4,0,38,16383,16383,63744,249,0,0,0,0,82,25,31,0,171,7,27
43516,143,6,37.0,7806,122,15160,126,27,27,27,38,37,37,31,32,1500,52,1500,2291,30,5912,31,1601230,3109743,222,18,4,2,2,50680,47784,62208,243,0,0,0,0,2,0,0,0,1,0,0
42628,80,6,7.0,786,10,1298,8,27,27,19,278,278,253,62,63,521,40,521,265,2,521,1,22537,37218,14,2,0,2,0,16383,16383,2304,9,0,0,0,0,110,30,38,0,180,36,60
43773,43471,17,11.0,544,4,304,4,0,0,0,1,1,0,31,32,156,52,156,0,0,0,0,2176000,1216000,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
62365,13531,6,0.0,424,8,8824,12,27,19,27,3,3,3,31,32,1500,52,1500,56,1,4252,3,848000,17648000,14,0,0,0,6,10136,5792,14336,56,0,0,0,0,2,0,0,0,1,0,0
27789,80,6,7.0,806,10,8644,12,27,27,19,1286,1285,1222,62,63,1500,40,1500,275,2,4194,3,5010,53731,14,2,0,0,6,16383,16383,4864,19,0,0,0,0,575,142,202,0,921,111,262
54977,25337,6,36.0,2230,34,14740,36,27,27,27,8,8,7,31,32,1352,52,1352,595,7,6950,10,1982222,13102222,58,2,0,0,10,20272,14480,21248,83,0,0,0,0,1,0,0,0,1,0,0
16294,8009,6,139.0,240,6,80,2,19,19,18,2469,2469,0,254,255,40,40,40,40,1,0,0,777,259,8,0,0,0,0,16383,16383,10240,40,0,0,0,0,1800,493,702,0,0,0,0
60016,80,6,7.0,45740,40,416,10,19,19,19,555,491,512,254,255,1500,40,1500,22742,17,0,0,658129,5985,18,0,2,0,30,16383,16383,54784,214,0,0,0,0,146,12,34,0,220,56,79
7891,520,17,0.0,104,2,0,0,0,0,0,0,0,0,254,254,52,52,52,0,0,0,0,832000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63236,502,6,44.0,5120,12,256,6,19,19,19,255,255,247,254,255,1500,40,1500,2432,3,0,0,160000,8000,14,0,0,2,2,16383,16383,32768,128,0,0,0,0,71,22,30,0,188,49,72
55313,5190,6,0.0,4908,34,2344,24,27,27,27,6,6,6,31,32,1264,52,1264,2038,9,804,5,5609142,2678857,52,0,4,0,2,13032,17376,62976,246,0,0,0,0,1,0,0,0,1,0,0
60206,53,17,5.0,146,2,178,2,0,0,0,0,0,0,31,31,89,73,89,0,0,0,0,1168000,1424000,4,0,0,0,0,0,0,0,0,1,60,0,0,0,0,0,0,0,0,0
39106,7451,6,36.0,3614,60,47774,62,27,27,27,48,48,48,31,32,1352,52,1352,611,7,23467,23,590040,7799836,86,0,0,6,30,39096,14480,25344,99,0,0,0,0,5,0,1,0,5,0,1
35052,8089,6,0.0,160,4,80,2,18,18,18,570,570,0,254,255,40,40,40,40,1,0,0,2241,1120,6,0,0,0,0,33043,31993,10240,40,0,0,0,0,570,190,268,0,0,0,0
11088,5190,6,37.0,1958,22,2308,24,27,27,27,5,5,4,31,32,485,52,485,719,6,786,5,2610666,3077333,42,0,4,0,0,13032,13032,52992,207,0,0,0,0,1,0,0,0,1,0,0
33907,12499,6,36.0,3130,51,31208,46,27,27,27,93,93,92,31,32,1352,52,1352,603,7,15236,16,266382,2656000,75,0,0,0,22,36200,14480,23296,91,0,0,0,0,11,1,2,0,21,1,3
50696,8089,6,0.0,160,4,80,2,18,18,18,928,928,0,254,255,40,40,40,40,1,0,0,1377,688,6,0,0,0,0,27529,46198,10240,40,0,0,0,0,928,309,437,0,0,0,0
55685,80,6,7.0,802,10,928,8,27,27,19,240,240,218,62,63,336,40,336,273,2,336,1,26622,30804,14,2,2,0,0,16383,16383,4352,17,0,0,0,0,98,26,34,0,161,31,55
17898,80,6,7.0,774,10,908,8,27,27,19,232,232,218,62,63,326,40,326,259,2,326,1,26575,31175,14,2,2,0,0,16383,16383,768,3,0,0,0,0,100,25,35,0,160,31,55
29954,21,6,1.0,431,9,434,8,17,17,17,512,486,419,254,255,76,40,76,131,2,137,2,6721,6768,26,0,0,0,0,16383,16383,33536,131,0,0,0,0,562,89,151,0,490,102,146
8856,42580,6,36.0,2854,46,31538,48,27,27,27,32,31,31,31,32,1363,52,1363,595,7,15349,16,691878,7645575,72,0,0,0,22,28960,14480,21248,83,0,0,0,0,4,0,1,0,4,0,0
33163,28294,17,11.0,520,4,304,4,0,0,0,246,231,233,31,32,144,52,144,0,0,0,0,16842,9846,6,2,0,0,0,0,0,0,0,0,0,0,0,231,77,108,0,233,77,109
46473,50147,6,36.0,3614,60,46932,62,27,27,27,36,36,36,31,32,1352,52,1352,611,7,23046,23,781405,10147459,86,0,0,6,30,39096,14480,25344,99,0,0,0,0,4,0,0,0,4,0,0
36751,80,6,7.0,968,10,1734,8,19,19,19,950,950,842,254,255,739,40,739,356,2,739,1,8143,14586,14,0,2,2,0,16383,16383,25600,100,0,0,0,0,315,105,135,0,704,120,240
49392,1478,6,0.0,536,10,256,6,19,19,19,214,191,202,254,255,92,40,92,140,2,0,0,19944,9525,16,0,0,0,0,16383,16383,35840,140,0,0,0,0,66,21,28,0,166,40,64
58778,8443,6,91.0,1064,10,538,8,27,27,19,284,284,274,62,63,356,40,356,404,2,141,1,29866,15101,14,2,2,0,0,16383,16383,37888,148,0,0,0,0,110,31,38,0,161,39,55
54620,21,6,37.0,701,13,1054,15,24,24,24,4,4,4,31,32,106,52,106,190,3,266,3,1121600,1686400,39,0,0,0,0,11584,11584,48640,190,0,0,125,0,1,0,0,0,1,0,0
11576,80,6,7.0,1684,14,10168,18,27,27,27,1174,1173,1173,31,32,1500,52,1500,634,3,4820,4,11465,69228,20,0,6,0,6,11584,8688,31232,122,0,0,0,0,1022,90,271,0,1023,68,240
54490,179,6,13.0,892,16,544,10,19,19,19,660,638,617,254,255,85,40,85,318,5,144,2,10795,6583,26,0,0,0,0,16383,16383,15872,62,0,0,0,0,170,42,54,0,268,68,91
60717,58368,17,11.0,536,4,304,4,0,0,0,36,19,23,31,32,152,52,152,0,0,0,0,115891,65729,6,2,0,0,0,0,0,0,0,0,0,0,0,19,6,8,0,23,7,10
5256,445,6,41.0,3342,10,256,6,19,19,19,220,220,182,254,255,1495,40,1495,1543,2,0,0,120977,9266,14,0,0,0,2,16383,16383,1792,7,0,0,0,0,71,24,29,0,171,36,67
49074,25,6,3.0,2472,20,1662,20,19,19,19,1132,1132,1084,254,255,740,40,740,1108,7,703,7,17454,11735,36,2,0,2,0,16383,16383,21504,84,0,0,0,0,345,59,83,0,334,56,80
47118,80,6,7.0,770,10,1054,8,27,27,19,564,564,493,62,63,399,40,399,257,2,399,1,10902,14923,14,2,2,0,0,16383,16383,256,1,0,0,0,0,191,62,77,0,345,70,116
33906,13996,6,36.0,3614,60,50036,62,27,27,27,187,187,187,31,32,1352,52,1352,611,7,24598,23,153787,2129191,86,0,0,0,36,39096,14480,25344,99,0,0,0,0,12,2,3,0,12,2,3
29008,5060,17,100.0,1714,2,0,0,0,0,0,0,0,0,254,254,857,857,857,0,0,0,0,13712000,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39901,46053,6,36.0,3614,60,44406,62,27,27,27,37,37,37,31,32,1352,52,1352,611,7,21783,23,760842,9348631,86,0,6,0,30,39096,14480,25344,99,0,0,0,0,5,0,0,0,5,0,1
10017,36913,17,11.0,544,4,304,4,0,0,0,1,1,0,31,32,156,52,156,0,0,0,0,2176000,1216000,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
29402,54713,6,36.0,2334,36,16290,38,27,27,27,10,9,9,31,32,1352,52,1352,595,7,7725,11,1697454,11847272,62,0,2,0,10,21720,14480,21248,83,0,0,0,0,1,0,0,0,1,0,0
40393,179,6,13.0,982,10,256,6,19,19,19,521,434,471,254,255,315,40,315,363,2,0,0,15049,3923,14,0,2,0,0,16383,16383,27392,107,0,0,0,0,189,48,68,0,299,94,122
63592,139,6,10.0,3604,30,3294,30,19,19,19,4788,4788,4750,254,255,350,40,350,1594,10,1399,9,6020,5502,36,20,4,0,0,16383,16383,14848,58,0,0,0,0,930,164,247,0,1112,163,286
65020,179,6,13.0,778,14,884,16,19,19,19,879,879,812,254,255,85,40,85,261,4,274,4,7072,8036,30,0,0,0,0,16383,16383,1280,5,0,0,0,0,351,67,106,0,329,53,87
29736,520,17,32.0,104,2,0,0,0,0,0,0,0,0,254,254,52,52,52,0,0,0,0,832000,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14302,179,6,13.0,594,10,256,6,19,19,19,847,847,712,254,255,121,40,121,169,2,0,0,5603,2415,16,0,0,0,0,16383,16383,43264,169,0,0,0,0,283,94,113,0,653,142,256
24149,3306,6,20.0,596,10,634,10,19,19,19,600,600,510,254,255,122,40,122,170,2,189,2,7933,8439,20,0,0,0,0,16383,16383,43520,170,0,0,0,0,259,66,90,0,232,56,83
61591,80,6,7.0,770,10,7482,12,27,27,19,579,578,517,62,63,1500,40,1500,257,2,3613,3,10620,103200,14,2,0,2,4,16383,16383,256,1,0,0,0,0,156,64,72,0,335,46,98
47715,55351,6,36.0,2646,42,24694,44,27,27,27,24,24,24,31,32,1352,52,1352,595,7,11927,14,846720,7902080,68,0,0,2,16,26064,14480,21248,83,0,0,0,0,5,0,1,0,5,0,1
