record_index,sample_id,model_profile_id,condition,true_label,predicted_label,reference_model,attribution_scale,citation_count,distinct_cited_feature_count,top_five_overlap_count,cited_absolute_attribution_sum,mean_cited_reference_rank,best_cited_reference_rank,worst_cited_reference_rank,cited_features,reference_total_absolute_attribution,reference_top_five_absolute_attribution,reference_top_five_features,top_five_overlap_fraction,top_five_jaccard,attribution_mass_coverage,relative_to_reference_top_five_mass
35,pilot_036,ab7f02e08f0e1fef,structured,DoS,DoS,random_forest,DoS probability,5,5,0,0.0420528897597,23.2,8,30,"('RETRANSMITTED_IN_PKTS', 'RETRANSMITTED_IN_BYTES', 'TCP_FLAGS', 'IN_PKTS', 'L4_DST_PORT')",0.555893107008,0.262442423524,"('MAX_TTL', 'MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS', 'MIN_TTL')",0,0,0.0756492376495,0.160236630934
36,pilot_037,d2478c799b931d0e,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,0,0.349130751162,25.2,11,39,"('IN_PKTS', 'IN_BYTES', 'SRC_TO_DST_AVG_THROUGHPUT', 'L4_DST_PORT', 'TCP_FLAGS')",6.46479368895,3.64560092365,"('MAX_TTL', 'MIN_TTL', 'TCP_WIN_MAX_OUT', 'NUM_PKTS_UP_TO_128_BYTES', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.054004933175,0.0957676823312
36,pilot_037,d2478c799b931d0e,structured,DoS,Benign,logistic_regression,DoS log-odds,5,5,0,0.429494481006,22,11,39,"('IN_PKTS', 'IN_BYTES', 'TCP_FLAGS', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_PKTS')",6.46479368895,3.64560092365,"('MAX_TTL', 'MIN_TTL', 'TCP_WIN_MAX_OUT', 'NUM_PKTS_UP_TO_128_BYTES', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.066435914535,0.117811710607
36,pilot_037,d2478c799b931d0e,deterministic_text,DoS,Benign,random_forest,DoS probability,5,5,0,0.0400534810758,22,11,37,"('IN_PKTS', 'IN_BYTES', 'SRC_TO_DST_AVG_THROUGHPUT', 'L4_DST_PORT', 'TCP_FLAGS')",0.515053218261,0.235786113044,"('MIN_TTL', 'MAX_TTL', 'MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.0777657136307,0.169872095344
36,pilot_037,d2478c799b931d0e,structured,DoS,Benign,random_forest,DoS probability,5,5,0,0.0390008694276,22.2,16,27,"('IN_PKTS', 'IN_BYTES', 'TCP_FLAGS', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_PKTS')",0.515053218261,0.235786113044,"('MIN_TTL', 'MAX_TTL', 'MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.0757220187057,0.16540783053
37,pilot_038,fec36fabde9788ba,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.814319056887,25.4,2,40,"('OUT_PKTS', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL', 'IN_BYTES')",5.57079173774,3.15707961198,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_IN', 'TCP_WIN_MAX_OUT')",0.2,0.111111111111,0.146176539211,0.257934280085
37,pilot_038,fec36fabde9788ba,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.204025251249,28.2,16,40,"('IN_PKTS', 'OUT_PKTS', 'PROTOCOL', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS')",5.57079173774,3.15707961198,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_IN', 'TCP_WIN_MAX_OUT')",0,0,0.0366241031534,0.0646246773363
37,pilot_038,fec36fabde9788ba,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,1,0.0834292979045,23.2,3,43,"('OUT_PKTS', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL', 'IN_BYTES')",0.537033874242,0.30049522855,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'SHORTEST_FLOW_PKT')",0.2,0.111111111111,0.155352021364,0.277639343251
37,pilot_038,fec36fabde9788ba,structured,Benign,Benign,random_forest,DoS probability,5,5,0,0.0242279068832,28,10,43,"('IN_PKTS', 'OUT_PKTS', 'PROTOCOL', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS')",0.537033874242,0.30049522855,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'DST_TO_SRC_AVG_THROUGHPUT', 'SHORTEST_FLOW_PKT')",0,0,0.0451142992001,0.080626594306
38,pilot_039,b606865f45086232,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,2,1.13432500374,20.6,3,40,"('IN_PKTS', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL', 'L4_DST_PORT')",6.16688833767,3.37221166733,"('SERVER_TCP_FLAGS', 'L7_PROTO', 'L4_DST_PORT', 'MIN_TTL', 'MAX_TTL')",0.4,0.25,0.183937983247,0.336374200567
38,pilot_039,b606865f45086232,structured,DoS,Benign,logistic_regression,DoS log-odds,5,5,1,0.675692330609,26.6,3,40,"('L4_DST_PORT', 'TCP_FLAGS', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'SRC_TO_DST_IAT_AVG')",6.16688833767,3.37221166733,"('SERVER_TCP_FLAGS', 'L7_PROTO', 'L4_DST_PORT', 'MIN_TTL', 'MAX_TTL')",0.2,0.111111111111,0.109567790693,0.200370675766
38,pilot_039,b606865f45086232,deterministic_text,DoS,Benign,random_forest,DoS probability,5,5,1,0.0823678806679,18.6,5,27,"('IN_PKTS', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL', 'L4_DST_PORT')",0.5567065952,0.259956382064,"('MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT', 'MAX_TTL', 'MIN_TTL')",0.2,0.111111111111,0.147955640149,0.316852696649
38,pilot_039,b606865f45086232,structured,DoS,Benign,random_forest,DoS probability,5,5,0,0.0523031894717,20.8,7,29,"('L4_DST_PORT', 'TCP_FLAGS', 'IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'SRC_TO_DST_IAT_AVG')",0.5567065952,0.259956382064,"('MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT', 'MAX_TTL', 'MIN_TTL')",0,0,0.0939510864838,0.201199866903
39,pilot_040,3b0b8b866bea6faa,deterministic_text,Benign,DoS,logistic_regression,DoS log-odds,5,5,0,1.11847813008,18,6,26,"('RETRANSMITTED_OUT_PKTS', 'RETRANSMITTED_OUT_BYTES', 'L7_PROTO', 'RETRANSMITTED_IN_PKTS', 'DST_TO_SRC_AVG_THROUGHPUT')",11.5623692463,5.80773383192,"('TCP_WIN_MAX_OUT', 'TCP_WIN_MAX_IN', 'SERVER_TCP_FLAGS', 'NUM_PKTS_UP_TO_128_BYTES', 'MIN_IP_PKT_LEN')",0,0,0.0967343375965,0.192584261341
39,pilot_040,3b0b8b866bea6faa,structured,Benign,DoS,logistic_regression,DoS log-odds,5,5,0,0.606231126636,20.8,12,26,"('RETRANSMITTED_OUT_BYTES', 'RETRANSMITTED_OUT_PKTS', 'DST_TO_SRC_AVG_THROUGHPUT', 'OUT_BYTES', 'DST_TO_SRC_IAT_AVG')",11.5623692463,5.80773383192,"('TCP_WIN_MAX_OUT', 'TCP_WIN_MAX_IN', 'SERVER_TCP_FLAGS', 'NUM_PKTS_UP_TO_128_BYTES', 'MIN_IP_PKT_LEN')",0,0,0.0524313930583,0.104383421173
39,pilot_040,3b0b8b866bea6faa,deterministic_text,Benign,DoS,random_forest,DoS probability,5,5,0,0.075717561133,13.8,6,25,"('RETRANSMITTED_OUT_PKTS', 'RETRANSMITTED_OUT_BYTES', 'L7_PROTO', 'RETRANSMITTED_IN_PKTS', 'DST_TO_SRC_AVG_THROUGHPUT')",0.539796337418,0.267773531827,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.140270609273,0.282767160057
39,pilot_040,3b0b8b866bea6faa,structured,Benign,DoS,random_forest,DoS probability,5,5,0,0.0542046161493,17.4,7,26,"('RETRANSMITTED_OUT_BYTES', 'RETRANSMITTED_OUT_PKTS', 'DST_TO_SRC_AVG_THROUGHPUT', 'OUT_BYTES', 'DST_TO_SRC_IAT_AVG')",0.539796337418,0.267773531827,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.100416791282,0.20242708747
40,pilot_041,08cfc98d7bc3aa35,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.117834684763,29.2,21,40,"('TCP_FLAGS', 'OUT_PKTS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'SRC_TO_DST_IAT_AVG')",5.84666934357,3.61387788941,"('MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.0201541557832,0.0326061611292
40,pilot_041,08cfc98d7bc3aa35,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.797817495299,26.4,3,44,"('L4_DST_PORT', 'IN_PKTS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL')",5.84666934357,3.61387788941,"('MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_AVG_THROUGHPUT')",0.2,0.111111111111,0.136456749718,0.220764928898
40,pilot_041,08cfc98d7bc3aa35,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,0,0.0472540212641,19.8,8,32,"('TCP_FLAGS', 'OUT_PKTS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'SRC_TO_DST_IAT_AVG')",0.567141854065,0.299886215941,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0,0,0.0833195803228,0.157573168596
40,pilot_041,08cfc98d7bc3aa35,structured,Benign,Benign,random_forest,DoS probability,5,5,1,0.076159891227,23.2,3,34,"('L4_DST_PORT', 'IN_PKTS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL')",0.567141854065,0.299886215941,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0.2,0.111111111111,0.134287199368,0.253962627085
41,pilot_042,ecb89d30fa0b1765,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,2,1.8924154978,14,2,38,"('TCP_FLAGS', 'SERVER_TCP_FLAGS', 'PROTOCOL', 'OUT_PKTS', 'MIN_TTL')",6.02687546592,4.18379867407,"('MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'L7_PROTO', 'MIN_TTL', 'MAX_TTL')",0.4,0.25,0.313996117641,0.452319923884
41,pilot_042,ecb89d30fa0b1765,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.777743695983,27.2,4,40,"('TCP_FLAGS', 'OUT_PKTS', 'OUT_BYTES', 'IN_BYTES', 'MIN_TTL')",6.02687546592,4.18379867407,"('MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'L7_PROTO', 'MIN_TTL', 'MAX_TTL')",0.2,0.111111111111,0.129045921121,0.185894149449
41,pilot_042,ecb89d30fa0b1765,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,2,0.105390193776,16.6,3,40,"('TCP_FLAGS', 'SERVER_TCP_FLAGS', 'PROTOCOL', 'OUT_PKTS', 'MIN_TTL')",0.511348092147,0.246864045492,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0.4,0.25,0.206102643962,0.426915930857
41,pilot_042,ecb89d30fa0b1765,structured,Benign,Benign,random_forest,DoS probability,5,5,1,0.0851129094467,17.6,3,43,"('TCP_FLAGS', 'OUT_PKTS', 'OUT_BYTES', 'IN_BYTES', 'MIN_TTL')",0.511348092147,0.246864045492,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0.2,0.111111111111,0.166448082537,0.344776450848
42,pilot_043,ba105aead8d968a9,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,1,0.705557432472,19,3,32,"('IN_PKTS', 'L4_DST_PORT', 'FLOW_DURATION_MILLISECONDS', 'TCP_FLAGS', 'TCP_WIN_MAX_IN')",5.57046389338,3.25741498587,"('SERVER_TCP_FLAGS', 'L7_PROTO', 'L4_DST_PORT', 'MIN_TTL', 'MAX_TTL')",0.2,0.111111111111,0.12666044444,0.216600413375
42,pilot_043,ba105aead8d968a9,structured,DoS,Benign,logistic_regression,DoS log-odds,5,5,2,1.16055425113,14.8,3,32,"('IN_PKTS', 'L4_DST_PORT', 'FLOW_DURATION_MILLISECONDS', 'TCP_FLAGS', 'MIN_TTL')",5.57046389338,3.25741498587,"('SERVER_TCP_FLAGS', 'L7_PROTO', 'L4_DST_PORT', 'MIN_TTL', 'MAX_TTL')",0.4,0.25,0.208340682812,0.356280749048
42,pilot_043,ba105aead8d968a9,deterministic_text,DoS,Benign,random_forest,DoS probability,5,5,0,0.0444063609916,19.4,9,26,"('IN_PKTS', 'L4_DST_PORT', 'FLOW_DURATION_MILLISECONDS', 'TCP_FLAGS', 'TCP_WIN_MAX_IN')",0.510539354369,0.242121486252,"('MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'MIN_TTL')",0,0,0.0869793104323,0.183405288308
42,pilot_043,ba105aead8d968a9,structured,DoS,Benign,random_forest,DoS probability,5,5,1,0.0696573413927,18.6,5,26,"('IN_PKTS', 'L4_DST_PORT', 'FLOW_DURATION_MILLISECONDS', 'TCP_FLAGS', 'MIN_TTL')",0.510539354369,0.242121486252,"('MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'MAX_TTL', 'SERVER_TCP_FLAGS', 'MIN_TTL')",0.2,0.111111111111,0.136438730524,0.287695827706
43,pilot_044,fcd86fcb67189f0d,deterministic_text,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.821451305703,24.8,3,40,"('TCP_FLAGS', 'IN_PKTS', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL')",5.64219294904,3.70555102664,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_AVG_THROUGHPUT')",0.2,0.111111111111,0.145590785909,0.221681282972
43,pilot_044,fcd86fcb67189f0d,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.0784720050496,32.8,20,44,"('TCP_FLAGS', 'IN_PKTS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'L4_SRC_PORT')",5.64219294904,3.70555102664,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.013908068327,0.0211768788192
43,pilot_044,fcd86fcb67189f0d,deterministic_text,Benign,Benign,random_forest,DoS probability,5,5,1,0.0848647647839,17,3,31,"('TCP_FLAGS', 'IN_PKTS', 'OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'MIN_TTL')",0.517281284559,0.246353879039,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0.2,0.111111111111,0.164059221389,0.344483168339
43,pilot_044,fcd86fcb67189f0d,structured,Benign,Benign,random_forest,DoS probability,5,5,0,0.0268004365735,27.6,13,42,"('TCP_FLAGS', 'IN_PKTS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'L4_SRC_PORT')",0.517281284559,0.246353879039,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.0518101802124,0.108788368497
44,pilot_045,e5a700996a6997e4,deterministic_text,Benign,DoS,logistic_regression,DoS log-odds,5,5,0,0.0592411749477,32.6,22,44,"('RETRANSMITTED_OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_PKTS', 'NUM_PKTS_UP_TO_128_BYTES', 'L4_DST_PORT')",6.66155283595,4.74226005095,"('DST_TO_SRC_AVG_THROUGHPUT', 'MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'MIN_TTL', 'MAX_TTL')",0,0,0.00889299783499,0.0124921818524
44,pilot_045,e5a700996a6997e4,structured,Benign,DoS,logistic_regression,DoS log-odds,5,5,1,1.47274426696,20,1,34,"('TCP_FLAGS', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_OUT_PKTS', 'DST_TO_SRC_AVG_THROUGHPUT', 'NUM_PKTS_UP_TO_128_BYTES')",6.66155283595,4.74226005095,"('DST_TO_SRC_AVG_THROUGHPUT', 'MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'MIN_TTL', 'MAX_TTL')",0.2,0.111111111111,0.221081225839,0.310557466511
44,pilot_045,e5a700996a6997e4,deterministic_text,Benign,DoS,random_forest,DoS probability,5,5,0,0.0510846078611,17.2,7,33,"('RETRANSMITTED_OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_IN_PKTS', 'NUM_PKTS_UP_TO_128_BYTES', 'L4_DST_PORT')",0.502769165857,0.231451101203,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.101606485302,0.220714473146
44,pilot_045,e5a700996a6997e4,structured,Benign,DoS,random_forest,DoS probability,5,5,0,0.0771970250229,10.8,6,18,"('TCP_FLAGS', 'FLOW_DURATION_MILLISECONDS', 'RETRANSMITTED_OUT_PKTS', 'DST_TO_SRC_AVG_THROUGHPUT', 'NUM_PKTS_UP_TO_128_BYTES')",0.502769165857,0.231451101203,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SERVER_TCP_FLAGS', 'SHORTEST_FLOW_PKT')",0,0,0.153543674245,0.333534922157
45,pilot_046,189234587ba1112c,deterministic_text,Benign,DoS,logistic_regression,DoS log-odds,5,5,1,0.842151877364,27,4,44,"('TCP_FLAGS', 'RETRANSMITTED_IN_PKTS', 'MIN_TTL', 'SRC_TO_DST_AVG_THROUGHPUT', 'L4_DST_PORT')",6.79694526007,4.26000591776,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'L7_PROTO', 'MIN_TTL', 'MAX_TTL')",0.2,0.111111111111,0.123901524161,0.197687959506
45,pilot_046,189234587ba1112c,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,1,0.880293436256,21,4,41,"('TCP_FLAGS', 'FLOW_DURATION_MILLISECONDS', 'IN_PKTS', 'SRC_TO_DST_AVG_THROUGHPUT', 'MIN_TTL')",6.79694526007,4.26000591776,"('SERVER_TCP_FLAGS', 'MIN_IP_PKT_LEN', 'L7_PROTO', 'MIN_TTL', 'MAX_TTL')",0.2,0.111111111111,0.129513097807,0.206641364649
45,pilot_046,189234587ba1112c,deterministic_text,Benign,DoS,random_forest,DoS probability,5,5,1,0.0974200780033,18.4,2,37,"('TCP_FLAGS', 'RETRANSMITTED_IN_PKTS', 'MIN_TTL', 'SRC_TO_DST_AVG_THROUGHPUT', 'L4_DST_PORT')",0.599883843476,0.301367944979,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0.2,0.111111111111,0.16239823603,0.323259588906
45,pilot_046,189234587ba1112c,structured,Benign,Benign,random_forest,DoS probability,5,5,1,0.111378561205,13.6,2,26,"('TCP_FLAGS', 'FLOW_DURATION_MILLISECONDS', 'IN_PKTS', 'SRC_TO_DST_AVG_THROUGHPUT', 'MIN_TTL')",0.599883843476,0.301367944979,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0.2,0.111111111111,0.185666879373,0.369576668854
46,pilot_047,e4be7b2d3c2a7234,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,1,0.68049469896,23.4,2,40,"('IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'IN_BYTES', 'MIN_TTL', 'SRC_TO_DST_AVG_THROUGHPUT')",6.29275458012,3.30605039849,"('TCP_WIN_MAX_IN', 'MIN_TTL', 'MAX_TTL', 'NUM_PKTS_UP_TO_128_BYTES', 'TCP_WIN_MAX_OUT')",0.2,0.111111111111,0.108139399097,0.205833129244
46,pilot_047,e4be7b2d3c2a7234,structured,DoS,Benign,logistic_regression,DoS log-odds,5,5,1,0.713566067018,19.4,4,40,"('IN_PKTS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'TCP_FLAGS', 'NUM_PKTS_UP_TO_128_BYTES')",6.29275458012,3.30605039849,"('TCP_WIN_MAX_IN', 'MIN_TTL', 'MAX_TTL', 'NUM_PKTS_UP_TO_128_BYTES', 'TCP_WIN_MAX_OUT')",0.2,0.111111111111,0.113394866737,0.215836415362
46,pilot_047,e4be7b2d3c2a7234,deterministic_text,DoS,Benign,random_forest,DoS probability,5,5,1,0.0841499328257,17,1,25,"('IN_PKTS', 'FLOW_DURATION_MILLISECONDS', 'IN_BYTES', 'MIN_TTL', 'SRC_TO_DST_AVG_THROUGHPUT')",0.52534870752,0.236644297325,"('MIN_TTL', 'MAX_TTL', 'MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'DST_TO_SRC_AVG_THROUGHPUT')",0.2,0.111111111111,0.160179194545,0.355596706859
46,pilot_047,e4be7b2d3c2a7234,structured,DoS,Benign,random_forest,DoS probability,5,5,0,0.0466976379829,18.8,14,23,"('IN_PKTS', 'IN_BYTES', 'FLOW_DURATION_MILLISECONDS', 'TCP_FLAGS', 'NUM_PKTS_UP_TO_128_BYTES')",0.52534870752,0.236644297325,"('MIN_TTL', 'MAX_TTL', 'MIN_IP_PKT_LEN', 'SHORTEST_FLOW_PKT', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.088888841477,0.19733261486
47,pilot_048,264959af858d834f,deterministic_text,Benign,DoS,logistic_regression,DoS log-odds,5,5,1,1.04054304251,17.8,2,37,"('RETRANSMITTED_OUT_PKTS', 'NUM_PKTS_UP_TO_128_BYTES', 'L4_DST_PORT', 'SRC_TO_DST_IAT_AVG', 'MIN_TTL')",5.88425115899,3.39603439054,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'L7_PROTO', 'DST_TO_SRC_AVG_THROUGHPUT')",0.2,0.111111111111,0.176835253016,0.306399442069
47,pilot_048,264959af858d834f,structured,Benign,Benign,logistic_regression,DoS log-odds,5,5,0,0.477419661665,19.4,8,36,"('TCP_FLAGS', 'L4_DST_PORT', 'PROTOCOL', 'OUT_BYTES', 'FLOW_DURATION_MILLISECONDS')",5.88425115899,3.39603439054,"('MIN_IP_PKT_LEN', 'MIN_TTL', 'MAX_TTL', 'L7_PROTO', 'DST_TO_SRC_AVG_THROUGHPUT')",0,0,0.081135160408,0.140581515604
47,pilot_048,264959af858d834f,deterministic_text,Benign,DoS,random_forest,DoS probability,5,5,1,0.124913671487,14.4,3,40,"('RETRANSMITTED_OUT_PKTS', 'NUM_PKTS_UP_TO_128_BYTES', 'L4_DST_PORT', 'SRC_TO_DST_IAT_AVG', 'MIN_TTL')",0.574078627373,0.290180571082,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SHORTEST_FLOW_PKT', 'L7_PROTO')",0.2,0.111111111111,0.217589830958,0.430468763021
47,pilot_048,264959af858d834f,structured,Benign,Benign,random_forest,DoS probability,5,5,0,0.043581885623,23.6,8,43,"('TCP_FLAGS', 'L4_DST_PORT', 'PROTOCOL', 'OUT_BYTES', 'FLOW_DURATION_MILLISECONDS')",0.574078627373,0.290180571082,"('MIN_IP_PKT_LEN', 'MAX_TTL', 'MIN_TTL', 'SHORTEST_FLOW_PKT', 'L7_PROTO')",0,0,0.0759162308872,0.150188847794
48,pilot_049,e7f8ceef45a9ad5c,deterministic_text,Benign,DoS,logistic_regression,DoS log-odds,5,5,0,0.492723228799,20.2,7,29,"('RETRANSMITTED_OUT_PKTS', 'TCP_FLAGS', 'DST_TO_SRC_AVG_THROUGHPUT', 'ICMP_TYPE', 'FLOW_DURATION_MILLISECONDS')",6.81151484624,3.81627683837,"('MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_IN')",0,0,0.0723368061176,0.129110976396
48,pilot_049,e7f8ceef45a9ad5c,structured,Benign,DoS,logistic_regression,DoS log-odds,5,5,0,0.87962465442,21.4,6,44,"('RETRANSMITTED_OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'DST_TO_SRC_AVG_THROUGHPUT', 'NUM_PKTS_UP_TO_128_BYTES', 'L4_DST_PORT')",6.81151484624,3.81627683837,"('MIN_IP_PKT_LEN', 'SERVER_TCP_FLAGS', 'MIN_TTL', 'MAX_TTL', 'TCP_WIN_MAX_IN')",0,0,0.129137889923,0.230492883948
48,pilot_049,e7f8ceef45a9ad5c,deterministic_text,Benign,DoS,random_forest,DoS probability,5,5,0,0.0704240927147,15.6,6,34,"('RETRANSMITTED_OUT_PKTS', 'TCP_FLAGS', 'DST_TO_SRC_AVG_THROUGHPUT', 'ICMP_TYPE', 'FLOW_DURATION_MILLISECONDS')",0.512407527232,0.228419804572,"('MIN_TTL', 'MIN_IP_PKT_LEN', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0,0,0.137437662353,0.308309924556
48,pilot_049,e7f8ceef45a9ad5c,structured,Benign,DoS,random_forest,DoS probability,5,5,0,0.0758424300487,14.4,6,31,"('RETRANSMITTED_OUT_PKTS', 'FLOW_DURATION_MILLISECONDS', 'DST_TO_SRC_AVG_THROUGHPUT', 'NUM_PKTS_UP_TO_128_BYTES', 'L4_DST_PORT')",0.512407527232,0.228419804572,"('MIN_TTL', 'MIN_IP_PKT_LEN', 'MAX_TTL', 'SHORTEST_FLOW_PKT', 'SERVER_TCP_FLAGS')",0,0,0.148011935848,0.33203088581
49,pilot_050,9b79215b036a2f1b,deterministic_text,DoS,Benign,logistic_regression,DoS log-odds,5,5,2,0.891030487205,9.2,4,22,"('FTP_COMMAND_RET_CODE', 'L4_DST_PORT', 'TCP_FLAGS', 'IN_PKTS', 'DST_TO_SRC_AVG_THROUGHPUT')",3.7387300597,1.73543194601,"('MIN_TTL', 'MAX_TTL', 'DST_TO_SRC_IAT_AVG', 'L4_DST_PORT', 'DST_TO_SRC_AVG_THROUGHPUT')",0.4,0.25,0.238324370302,0.513434415711
